# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YGR265W	VII	1021648	1022058	+	411	2	14	64	41	64	3	18
YGR157W	VII	802440	805049	+	2610	631	1632	7817	15914	21445	2873	7112
YGL240W	VII	48613	49365	+	753	36	32	266	422	603	62	156
YGR085C	VII	648383	648907	-	525	409	1150	7768	11366	16854	1395	3676
YGR237C	VII	963298	965655	-	2358	72	106	666	616	979	72	227
YGL146C	VII	228751	229686	-	936	24	40	216	270	427	29	98
YGL153W	VII	216273	217298	+	1026	14	20	113	118	147	6	25
YGR075C	VII	636147	636875	-	729	12	17	425	551	747	65	159
tT(UGU)G2	VII	1004216	1004287	+	72	0	20	168	196	341	59	89
YGL169W	VII	186059	187339	+	1281	162	317	2011	2441	3576	376	877
YGR187C	VII	870232	871416	-	1185	206	230	976	1519	2121	179	459
YGL167C	VII	187616	190468	-	2853	961	1173	8549	8619	12397	1314	3917
YGR050C	VII	592086	592442	-	357	4	18	152	187	189	16	45
YGR035W-A	VII	557565	557786	+	222	117	27	279	370	493	78	135
YGR217W	VII	924696	930815	+	6120	146	428	3023	3787	5441	692	1542
YGR068C	VII	625324	627084	-	1761	89	65	568	641	813	66	207
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	0	0	0	1	1	0	1
YGR177C	VII	848829	850436	-	1608	68	142	813	1766	2518	384	893
YGL068W	VII	375087	375671	+	585	34	49	250	422	581	43	138
tN(GUU)G	VII	731137	731210	+	74	18	15	15	30	52	0	19
YGL018C	VII	459110	459664	-	555	6	28	252	358	473	24	90
YGL188C	VII	149343	149516	-	174	2	38	163	125	171	23	50
YGR126W	VII	745835	746527	+	693	6	48	225	216	378	44	69
YGL065C	VII	379760	381271	-	1512	120	146	928	1172	1731	177	369
YGL014W	VII	466141	468807	+	2667	144	316	2371	2820	3533	471	1366
YGL100W	VII	313234	314283	+	1050	146	235	1911	2244	3147	272	828
YGR288W	VII	1070293	1071714	+	1422	22	86	359	309	564	49	119
YGL174W	VII	174545	175345	+	801	16	32	224	320	377	35	75
YGR211W	VII	915241	916701	+	1461	446	556	4315	5749	8239	709	1791
YGL204C	VII	111700	112005	-	306	4	63	172	347	523	60	172
YGR270W	VII	1027370	1031509	+	4140	385	352	2337	2789	3825	308	866
YGR204W	VII	905934	908774	+	2841	3580	2700	24765	21889	32213	2591	7266
YGR266W	VII	1022656	1024761	+	2106	148	290	1692	1690	2423	211	518
YGL070C	VII	374459	374827	-	369	41	27	645	903	1218	131	296
YGL225W	VII	76894	77907	+	1014	470	1224	10196	15280	22716	2006	5014
YGL120C	VII	281634	283937	-	2304	430	834	5877	6921	10145	938	2388
tE(UUC)G1	VII	328583	328654	+	72	2	6	72	90	156	10	43
YGR252W	VII	996869	998188	+	1320	10	32	177	217	360	41	99
YGL106W	VII	306560	307009	+	450	465	227	1881	2577	3768	251	657
YGR284C	VII	1060658	1061590	-	933	173	990	6039	6968	9656	1055	2491
YGR032W	VII	548264	553951	+	5688	1458	2258	16006	19622	28113	2900	7868
YGR174C	VII	845893	846405	-	513	44	24	280	350	467	40	112
YGR208W	VII	911883	912812	+	930	180	180	1624	1908	2758	246	606
YGL016W	VII	461666	464911	+	3246	184	346	2557	6582	9123	1186	2787
YGR255C	VII	1002523	1003962	-	1440	127	343	1875	1922	2779	312	716
YGR146C-A	VII	785276	785437	-	162	4	0	39	60	83	11	24
YGL194C	VII	140368	141726	-	1359	32	122	846	918	1285	130	292
YGL138C	VII	248494	249531	-	1038	0	0	8	6	4	0	2
YGR091W	VII	666341	667825	+	1485	26	55	356	496	694	82	149
YGR200C	VII	899904	902270	-	2367	538	318	2807	4095	5786	591	1701
YGR191W	VII	880420	882231	+	1812	512	549	4972	5760	8529	983	2503
YGR270C-A	VII	1027382	1027600	-	219	0	0	0	0	0	0	0
YGL227W	VII	69671	72547	+	2877	78	52	618	848	1122	65	282
YGR081C	VII	643148	643780	-	633	48	138	549	953	1223	115	258
YGL243W	VII	43307	44509	+	1203	24	50	277	462	618	44	138
YGL194C-A	VII	139719	139961	-	243	0	8	125	329	454	63	137
YGR148C	VII	787312	787779	-	468	1126	968	5709	10077	13794	1516	3895
YGL136C	VII	252897	253859	-	963	18	114	536	942	1488	119	294
YGR276C	VII	1043819	1045480	-	1662	40	86	583	892	1284	110	272
YGL129C	VII	267723	269075	-	1353	16	42	385	581	816	62	218
tR(UCU)G2	VII	828723	828794	-	72	0	0	0	0	0	0	0
YGR053C	VII	594986	595837	-	852	2	2	51	29	63	6	5
YGR069W	VII	627083	627418	+	336	0	0	13	22	27	4	4
YGL224C	VII	78015	78857	-	843	25	48	481	869	1155	163	306
YGL193C	VII	141916	142227	-	312	0	0	0	0	0	0	0
YGL020C	VII	457163	457870	-	708	48	54	411	564	858	60	217
YGL177W	VII	167559	167906	+	348	2	12	173	203	249	15	64
YGL189C	VII	148229	148588	-	360	1922	2274	16605	30690	44940	4019	11051
YGR122W	VII	733935	735143	+	1209	20	56	393	407	660	54	158
YGL003C	VII	492474	494174	-	1701	84	164	1026	1292	1830	186	408
YGR210C	VII	913503	914738	-	1236	346	258	1973	3399	4858	433	1226
tG(GCC)G1	VII	845649	845719	+	71	0	0	3	8	19	2	6
YGR079W	VII	640720	641832	+	1113	238	260	2325	3054	4491	402	1236
YGL115W	VII	292033	293001	+	969	76	225	1948	2903	4222	425	1104
YGL105W	VII	307437	308567	+	1131	934	924	7942	10462	14758	1275	3246
YGR026W	VII	532985	533821	+	837	124	372	2153	2974	4132	423	1090
YGR087C	VII	651290	652981	-	1692	12	48	177	168	241	12	26
YGR278W	VII	1046731	1048464	+	1734	36	104	482	604	816	89	217
YGR042W	VII	579476	580291	+	816	20	6	166	229	338	22	68
YGR043C	VII	580435	581436	-	1002	66	100	519	318	525	22	50
YGL165C	VII	191398	191976	-	579	0	4	13	13	16	7	1
YGR110W	VII	713709	715046	+	1338	26	74	365	392	606	58	121
YGR089W	VII	656960	659770	+	2811	56	184	1309	1825	2303	182	519
YGL158W	VII	207033	208571	+	1539	4	2	83	88	187	12	26
YGR262C	VII	1016974	1017759	-	786	116	147	1160	1271	1942	199	474
YGL200C	VII	122694	123305	-	612	706	899	7378	8451	12644	1212	3367
YGL117W	VII	288512	289309	+	798	11	28	135	178	245	9	44
YGL186C	VII	151037	152776	-	1740	158	334	2127	3065	4458	336	1043
YGR010W	VII	511545	512732	+	1188	53	68	626	522	755	75	188
YGR198W	VII	894693	897146	+	2454	107	373	1962	2737	3368	358	847
YGR137W	VII	762888	763262	+	375	15	21	218	207	242	26	58
YGL058W	VII	393986	394504	+	519	146	107	1227	1268	1701	137	358
YGL226W	VII	73340	73711	+	372	18	0	142	182	261	8	59
YGL055W	VII	398628	400160	+	1533	2271	3495	27460	57038	86280	8611	21657
YGL184C	VII	154615	156012	-	1398	16	10	369	148	210	22	50
YGL024W	VII	449788	450123	+	336	0	0	4	5	3	0	0
tV(AAC)G3	VII	73829	73902	-	74	2	0	3	18	36	4	7
YGL151W	VII	217524	220922	+	3399	56	364	1911	2512	3578	376	830
YGR101W	VII	693363	694403	+	1041	86	108	1091	1219	1684	226	462
YGL230C	VII	63772	64215	-	444	2	12	45	105	119	18	33
YGR103W	VII	695417	697234	+	1818	1202	516	3805	5348	7303	738	2003
YGR096W	VII	676621	677565	+	945	30	44	364	455	746	79	243
YGR112W	VII	717358	718527	+	1170	74	39	460	597	779	63	172
tI(AAU)G	VII	739122	739195	+	74	0	0	35	50	66	7	14
YGL013C	VII	469092	472298	-	3207	185	374	2322	2359	3704	305	828
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	1932	1983	16950	26639	37511	3653	9871
YGR067C	VII	622372	624786	-	2415	8	18	171	133	202	20	44
YGR094W	VII	672186	675500	+	3315	3086	2368	18476	24096	33359	3517	8916
YGL226C-A	VII;VII	72749;73138	72988;73158	-;-	261	8	128	1032	1286	1980	212	469
YGR045C	VII	583934	584296	-	363	1	0	31	39	52	3	9
YGR175C	VII	846933	848423	-	1491	2090	2440	16424	18718	27072	3792	9387
YGL008C	VII	479910	482666	-	2757	68216	34343	274734	361512	537323	65722	183461
YGR115C	VII	720372	721151	-	780	0	0	0	0	0	0	0
YGR108W	VII	703636	705051	+	1416	28	50	407	1304	1654	182	394
YGR218W	VII	932541	935795	+	3255	391	884	5706	7915	10071	1125	3039
YGR205W	VII	909213	910085	+	873	26	34	311	752	1039	95	246
YGL073W	VII	368753	371254	+	2502	234	129	895	1209	1706	144	437
YGL009C	VII	476313	478652	-	2340	2548	2213	17496	25861	37371	2796	7582
YGL095C	VII	328874	330607	-	1734	16	120	592	872	1093	90	296
YGL137W	VII;VII	249869;250087	249886;252738	+;+	2670	1218	1418	11015	11962	17524	1702	4139
YGL214W	VII	90010	90495	+	486	0	0	3	6	6	0	1
YGR105W	VII	698599	698832	+	234	40	113	686	885	1322	99	244
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	146	162	932	1338	1809	177	521
tK(UUU)G1	VII;VII	115488;115548	115524;115583	+;+	73	0	0	42	46	52	8	24
YGL217C	VII	84839	85180	-	342	0	5	11	13	20	1	2
YGL173C	VII	175527	180113	-	4587	820	1664	11212	13811	19624	2029	5070
YGL086W	VII	347119	349368	+	2250	26	138	455	855	1074	69	213
YGR223C	VII	940869	942215	-	1347	18	45	265	341	442	40	75
tS(AGA)G	VII	561662	561743	-	82	2	0	41	46	63	4	15
YGR077C	VII	637744	639513	-	1770	40	204	1552	2252	3275	340	997
YGL052W	VII	403437	403742	+	306	20	13	132	178	229	17	59
YGR285C	VII	1061852	1063153	-	1302	4847	1766	14341	17213	24562	2256	5957
YGL080W	VII	358636	359028	+	393	34	67	865	1032	1504	96	349
YGL207W	VII	98969	102076	+	3108	1288	1019	7399	7861	11243	1086	2564
YGR261C	VII	1014321	1016750	-	2430	282	410	2337	2846	4251	384	1021
YGR226C	VII	946792	947001	-	210	0	0	0	0	0	0	0
YGL140C	VII	241353	245012	-	3660	364	643	4513	5304	7406	807	1971
YGL078C	VII	360288	361859	-	1572	215	252	1936	3204	4139	418	1010
YGL199C	VII	123572	124042	-	471	0	0	1	1	2	0	0
YGR164W	VII	828625	828960	+	336	0	9	67	149	221	22	41
YGR150C	VII	790459	793053	-	2595	24	118	623	927	1314	86	271
YGL006W-A	VII	485423	485533	+	111	1	3	21	20	24	6	6
YGR196C	VII	889733	892186	-	2454	84	169	990	1037	1447	107	294
YGL197W	VII	124698	129161	+	4464	178	264	2714	3026	4252	389	1322
YGR136W	VII	762428	763153	+	726	46	160	1289	1155	1703	150	311
YGR153W	VII	796092	796745	+	654	10	0	201	273	333	26	75
YGL159W	VII	202721	203833	+	1113	42	72	414	513	681	77	219
YGR286C	VII	1063813	1064940	-	1128	272	372	2085	1529	2242	54	128
YGL254W	VII	22304	23203	+	900	36	68	562	596	845	66	203
tH(GUG)G1	VII	110625	110696	-	72	0	0	0	5	6	0	4
YGR023W	VII	529264	530919	+	1656	12	11	137	163	208	25	66
snR48	VII	609584	609696	+	113	2	1	27	181	171	14	42
YGL063W	VII	383654	384766	+	1113	135	60	409	569	910	109	254
YGL154C	VII	215278	216096	-	819	26	62	286	497	683	50	204
YGL035C	VII	431548	433062	-	1515	112	172	1981	1906	2967	169	615
YGR009C	VII	509047	511002	-	1956	66	111	767	756	1265	74	266
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	3222	1421	11452	20126	30084	3320	8976
YGL064C	VII	381523	383208	-	1686	28	110	569	692	956	120	238
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	1700	1013	7694	11291	15996	1865	5143
YGR277C	VII	1045644	1046561	-	918	104	54	920	898	1214	100	250
YGR232W	VII	953960	954646	+	687	172	167	1338	1569	2226	238	442
YGR227W	VII	947420	948997	+	1578	38	210	1133	1866	2440	183	586
YGL142C	VII	236269	238119	-	1851	28	190	1319	2019	2950	319	775
YGL143C	VII	234717	235958	-	1242	84	44	304	440	675	50	193
YGR222W	VII	939923	940804	+	882	16	91	382	475	743	79	170
YGL045W	VII	414102	415730	+	1629	52	60	810	767	1174	100	261
YGL253W	VII	23935	25395	+	1461	4195	4423	34653	40856	60102	7151	18453
YGR257C	VII	1006205	1007305	-	1101	42	28	596	1001	1379	122	370
YGL131C	VII	261648	265859	-	4212	99	208	1623	1566	2239	186	484
YGR064W	VII	617621	617989	+	369	0	2	9	14	17	5	5
YGR263C	VII	1017967	1019241	-	1275	41	26	259	701	1024	134	303
YGL049C	VII	406860	409604	-	2745	143	164	1315	1781	2461	229	603
YGR296C-B	VII	1089746	1090228	-	483	0	0	0	0	0	0	0
YGL202W	VII	116059	117561	+	1503	1040	1987	14563	15456	22629	2120	5483
YGL258W-A	VII	9162	9395	+	234	0	0	37	32	34	1	14
YGR133W	VII	756896	757447	+	552	54	77	633	529	777	40	177
YGR109C	VII	705359	706501	-	1143	10	9	164	309	420	44	74
YGR037C	VII	559731	559994	-	264	194	519	3872	5189	7270	507	1193
YGL077C	VII	362225	363916	-	1692	336	472	4204	6144	9082	1031	2445
YGR111W	VII	715828	717030	+	1203	98	146	824	961	1221	137	270
YGR016W	VII	522261	522833	+	573	12	16	88	157	207	15	42
YGR245C	VII	979765	982068	-	2304	334	384	2678	3568	5203	430	1224
YGR287C	VII	1067222	1068991	-	1770	66	64	370	297	367	18	74
YGL244W	VII	41498	43174	+	1677	64	94	498	578	834	82	188
YGL057C	VII	394966	395829	-	864	16	82	392	444	650	67	203
YGL187C	VII	149704	150171	-	468	142	126	1671	1517	2046	232	660
YGR180C	VII	855264	856301	-	1038	2722	1521	11602	10556	14941	1178	3524
YGR116W	VII	720409	724764	+	4356	273	577	3188	4537	6364	576	1610
YGL181W	VII	157906	159096	+	1191	118	139	1014	944	1413	76	266
YGR202C	VII	903474	904748	-	1275	46	98	669	922	1228	76	213
YGL127C	VII	270392	270775	-	384	38	102	635	749	1061	108	253
YGR203W	VII	905237	905683	+	447	102	110	709	730	1021	127	278
YGL150C	VII	221104	225573	-	4470	550	441	3425	3562	4899	425	1270
YGR134W	VII	757770	761138	+	3369	131	229	1400	1530	2184	228	694
YGR095C	VII	675671	676342	-	672	34	132	810	966	1480	103	300
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	4281	2464	22015	34905	51332	5813	15977
YGR269W	VII	1026636	1026962	+	327	2	0	50	71	108	8	22
YGR176W	VII	848720	849067	+	348	0	0	30	71	112	10	39
YGL263W	VII	2790	3932	+	1143	52	62	503	291	449	34	63
YGR057C	VII	604773	605501	-	729	8	44	314	504	670	61	186
YGL074C	VII	368596	368922	-	327	1	8	22	18	31	5	8
YGR007W	VII	506969	507940	+	972	157	144	835	1200	1754	157	451
YGR241C	VII	974875	976581	-	1707	38	90	911	1191	1641	122	333
YGR127W	VII	746798	747736	+	939	16	100	584	489	796	65	121
YGL219C	VII	82878	84257	-	1380	12	70	525	514	738	26	149
YGL061C	VII	388968	389711	-	744	10	16	155	223	338	33	62
YGR083C	VII	644860	646815	-	1956	62	316	2210	2936	4154	349	861
YGL038C	VII	425362	426804	-	1443	102	273	1766	2255	3349	239	730
YGL047W	VII	411552	412160	+	609	56	104	484	447	689	60	160
YGR244C	VII	978036	979319	-	1284	109	232	1356	2312	3033	265	568
YGR289C	VII	1073963	1075813	-	1851	26	22	261	222	356	26	101
YGL089C	VII	344791	345153	-	363	4	12	56	89	154	16	23
YGL180W	VII	160065	162758	+	2694	64	126	713	847	1069	114	254
YGR146C	VII	784223	784858	-	636	10	146	980	1505	1800	155	460
YGL149W	VII	225572	225877	+	306	2	24	21	58	74	8	18
YGL242C	VII	44652	45197	-	546	172	194	1066	1208	1790	149	297
YGR106C	VII	698989	699786	-	798	574	798	5956	8666	12695	1321	3519
YGR004W	VII	502938	504326	+	1389	24	72	455	734	1170	94	324
YGR209C	VII	912913	913227	-	315	528	667	4583	5970	9375	693	2058
YGR052W	VII	593596	594705	+	1110	10	2	160	118	187	12	46
YGR158C	VII	805269	806021	-	753	40	114	785	1054	1424	141	315
YGR003W	VII	500132	502366	+	2235	48	180	942	996	1258	109	275
YGR219W	VII	936035	936376	+	342	0	4	5	3	7	0	1
YGL247W	VII	36933	37526	+	594	12	12	100	221	291	48	94
YGR170W	VII	837142	840558	+	3417	83	133	1456	1623	2242	240	466
YGR246C	VII	982482	984272	-	1791	166	118	1025	1084	1535	94	318
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	0	0	6	28	23	2	1
YGR160W	VII	807073	807684	+	612	0	0	14	8	27	2	11
YGR204C-A	VII	909061	909174	-	114	0	0	10	43	53	1	11
YGR039W	VII	574888	575199	+	312	5	14	158	210	263	37	101
YGL059W	VII	392223	393698	+	1476	6	40	315	275	413	24	108
YGL123W	VII	277617	278381	+	765	2586	2806	27050	40313	61534	6858	18742
YGL099W	VII	314631	316553	+	1923	188	120	847	1337	1893	153	492
YGR102C	VII	694584	695135	-	552	24	46	414	568	839	38	124
YGL233W	VII	59122	61854	+	2733	66	156	808	1412	1872	202	484
YGL072C	VII	371003	371362	-	360	0	0	4	10	7	0	4
YGL056C	VII	396035	397618	-	1584	114	306	2475	2277	3193	276	705
YGR104C	VII	697445	698368	-	924	6	64	365	537	700	30	133
YGR240C	VII	970771	973734	-	2964	8770	6349	45074	59712	86241	9712	26281
YGR243W	VII	977336	977776	+	441	4	6	126	49	66	4	16
YGR275W	VII	1043276	1043749	+	474	30	88	448	616	882	50	152
YGL088W	VII	345836	346201	+	366	0	0	0	0	0	0	0
YGR020C	VII	526973	527329	-	357	76	270	1997	3128	4420	354	1013
YGR100W	VII	690245	693097	+	2853	162	262	1017	1292	1806	159	379
YGR231C	VII	952548	953480	-	933	160	279	2445	2553	3500	298	719
YGR215W	VII	922175	922507	+	333	6	14	147	248	376	40	89
YGR018C	VII	524365	524694	-	330	0	4	14	24	39	3	3
YGL152C	VII	216692	217369	-	678	0	0	0	0	0	0	0
YGL212W	VII	91432	92382	+	951	20	20	132	197	329	25	62
YGL066W	VII	377609	379582	+	1974	16	42	608	582	806	66	149
YGL060W	VII	390065	391990	+	1926	49	94	847	1135	1424	146	350
YGL185C	VII	153167	154306	-	1140	44	98	447	444	642	65	108
YGR145W	VII	781767	783890	+	2124	118	160	1041	1452	2022	190	487
YGL011C	VII	474489	475247	-	759	158	418	3116	2917	4307	342	748
YGR147C	VII	786054	786920	-	867	116	113	889	1177	1692	140	386
YGR036C	VII	558149	558868	-	720	15	23	510	734	1248	124	254
YGL122C	VII	278946	280523	-	1578	266	284	2274	2318	3474	281	838
YGL261C	VII	6290	6652	-	363	0	0	6	4	4	0	0
YGL041C	VII	419022	419225	-	204	0	0	0	0	0	0	0
YGR099W	VII	687899	689965	+	2067	54	65	898	1007	1500	162	327
YGR046W	VII	584895	586052	+	1158	20	96	618	640	855	71	165
YGL188C-A	VII	148824	148964	-	141	3	28	76	154	217	19	48
YGR216C	VII	922633	924462	-	1830	20	244	1113	1821	2574	298	752
tG(UCC)G	VII	779616	779687	+	72	0	0	2	1	15	4	0
YGR047C	VII	586392	589469	-	3078	98	136	804	1000	1322	164	308
YGR238C	VII	966039	968687	-	2649	34	104	548	670	846	92	227
YGR282C	VII	1057783	1058724	-	942	3638	2633	25573	29307	43542	4196	11714
YGL132W	VII	261580	261915	+	336	0	0	12	13	16	0	7
tA(AGC)G	VII	774349	774421	+	73	0	0	0	0	0	0	0
YGR169C	VII	834689	835903	-	1215	30	53	310	578	812	69	227
YGR063C	VII	617516	617824	-	309	46	51	292	485	657	57	176
YGR256W	VII	1004624	1006102	+	1479	38	61	585	260	326	42	80
YGL036W	VII	428601	431330	+	2730	44	184	1202	1122	1715	112	466
YGR192C	VII	882812	883810	-	999	176317	80395	730231	887239	1325511	133247	406548
YGL191W	VII	144808	145197	+	390	358	322	2403	1945	2625	214	584
YGR051C	VII	592906	593229	-	324	12	1	65	42	85	2	3
YGR013W	VII	514554	516416	+	1863	71	87	608	626	993	65	229
YGR123C	VII	736662	738203	-	1542	190	245	2223	3044	4399	509	1333
YGL209W	VII	95858	97006	+	1149	74	118	872	658	953	69	233
YGL163C	VII	193707	196403	-	2697	124	173	1047	1066	1572	109	307
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	34	513	2800	4067	5595	461	1263
YGL092W	VII	337906	341859	+	3954	468	834	5907	7600	10612	1069	2721
YGR132C	VII	755589	756452	-	864	232	421	2851	2916	4068	337	886
YGL208W	VII	97338	98585	+	1248	28	62	395	607	842	64	154
tL(GAG)G	VII	700675	700756	+	82	28	0	30	47	65	12	19
YGR059W	VII	607563	609101	+	1539	6	24	50	85	86	4	10
YGR114C	VII	720265	720654	-	390	0	0	4	0	0	0	0
YGR128C	VII	747950	750091	-	2142	94	512	2554	3823	5101	493	1358
YGL246C	VII	37617	38780	-	1164	72	91	752	963	1296	123	318
YGL190C	VII	145809	147389	-	1581	50	96	902	1787	2428	224	598
YGR033C	VII	554248	554967	-	720	49	76	724	1037	1460	124	405
YGL112C	VII	298178	299728	-	1551	108	186	1843	2344	3140	284	872
YGL001C	VII	495453	496502	-	1050	407	646	3636	3482	4903	466	1215
YGR168C	VII	833352	834482	-	1131	10	72	354	389	526	39	114
YGL093W	VII	334886	337639	+	2754	62	132	715	857	1260	136	218
YGR120C	VII	730033	730821	-	789	32	62	402	650	787	67	145
YGR027C	VII	534132	534458	-	327	4322	2260	14683	20893	28948	3364	8717
YGL259W	VII	8470	8967	+	498	0	22	89	58	71	9	15
YGR294W	VII	1080306	1080668	+	363	0	0	11	36	20	2	3
YGR124W	VII	739944	741662	+	1719	2844	2018	16914	19891	29088	2669	7534
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	21	22	213	359	541	59	151
YGL062W	VII	385196	388732	+	3537	3990	3174	25215	19817	29351	2210	5869
YGR049W	VII	591314	591877	+	564	18	49	619	800	1083	83	251
snR39	VII	365163	365251	-	89	9	53	263	508	585	46	174
YGR076C	VII	637104	637577	-	474	8	50	325	506	731	46	142
YGL161C	VII	199210	200142	-	933	74	278	1925	1796	2582	233	683
YGR062C	VII	616328	617278	-	951	94	90	596	669	1077	132	252
tV(AAC)G1	VII	412294	412367	-	74	8	14	70	112	215	14	47
YGL237C	VII	52731	53528	-	798	24	10	271	327	429	44	97
YGR024C	VII	531883	532596	-	714	22	130	590	1004	1199	123	374
YGR184C	VII	859901	865753	-	5853	656	1205	6926	7225	10098	967	2412
YGR292W	VII	1076599	1078353	+	1755	16	6	146	122	220	5	28
YGR151C	VII	794655	794990	-	336	0	0	0	0	0	0	0
YGL034C	VII	433214	433579	-	366	4	0	25	16	38	2	7
YGL067W	VII	376101	377255	+	1155	32	214	1407	1882	2814	327	920
YGR072W	VII	634304	635467	+	1164	19	49	334	458	602	64	114
YGL229C	VII	64503	66959	-	2457	40	74	483	496	681	83	190
YGR055W	VII	599417	601141	+	1725	498	868	7182	6220	8789	682	2010
YGL044C	VII	416146	417036	-	891	40	40	232	280	409	52	78
YGL054C	VII	400871	401287	-	417	86	257	1962	2705	4078	466	1116
YGL119W	VII	284442	285947	+	1506	84	118	794	985	1378	110	283
YGR068W-A	VII	626294	626389	+	96	0	0	0	0	0	0	0
YGR206W	VII	910432	910737	+	306	2	18	196	273	417	25	80
YGR121W-A	VII	733412	733627	+	216	0	2	33	52	66	8	29
YGL130W	VII	266145	267524	+	1380	122	122	1011	1129	1586	144	290
YGL042C	VII	418288	418593	-	306	17	17	218	291	360	20	55
YGR090W	VII	662358	666071	+	3714	284	1048	6523	8585	11942	1537	3483
YGR221C	VII	937124	938992	-	1869	284	190	1297	872	1220	156	331
YGR143W	VII	775193	777508	+	2316	156	223	1590	1585	2392	204	741
tR(UCU)G1	VII	405470	405541	+	72	21	3	62	67	111	11	27
YGL218W	VII	83650	84300	+	651	0	0	0	1	2	0	2
YGL198W	VII	123591	124298	+	708	53	72	648	621	1000	76	250
YGL083W	VII	353058	355472	+	2415	58	174	1094	1243	1788	208	447
tC(GCA)G	VII	707108	707179	-	72	4	0	12	12	16	4	6
YGR071C	VII	631481	634063	-	2583	10	103	766	1248	1654	181	502
YGR259C	VII	1012481	1012921	-	441	0	0	2	1	0	0	0
YGR058W	VII	606136	607143	+	1008	16	45	388	421	572	27	110
YGL195W	VII	131525	139543	+	8019	5774	5344	36301	43802	62857	6934	18785
YGL192W	VII	142246	144048	+	1803	0	0	0	0	0	0	0
YGL206C	VII	102543	107504	-	4962	3094	4234	29014	23374	33134	3690	8697
YGR060W	VII	610564	611493	+	930	1702	3420	26110	27737	41317	4013	10963
YGL257C	VII	12481	14157	-	1677	184	178	997	1398	2067	214	655
YGL236C	VII	53787	55796	-	2010	147	84	939	1398	2060	161	421
YGR138C	VII	763762	765606	-	1845	234	276	2140	990	1240	109	387
YGR015C	VII	521090	522076	-	987	16	26	290	456	567	41	137
YGL023C	VII	450197	452104	-	1908	173	96	817	739	1151	84	278
YGL144C	VII	232450	234507	-	2058	74	64	632	843	1195	100	265
YGL071W	VII	372012	374084	+	2073	46	32	647	625	996	112	268
tK(CUU)G3	VII	876394	876466	+	73	0	0	22	21	26	2	4
YGR080W	VII	642010	643008	+	999	86	134	1143	1022	1526	128	367
YGL116W	VII	289809	291641	+	1833	26	111	749	876	1165	83	199
YGR035C	VII	557072	557422	-	351	2	0	32	95	116	2	20
YGL201C	VII	117854	120907	-	3054	248	300	2359	2406	3343	319	829
YGR212W	VII	917040	918446	+	1407	12	38	271	372	436	48	110
YGR154C	VII	796798	797868	-	1071	20	84	259	369	573	34	122
YGL241W	VII	45445	48459	+	3015	86	198	981	1064	1751	188	518
YGL262W	VII	5312	5839	+	528	3	14	71	38	43	2	8
YGR247W	VII	984966	985685	+	720	68	28	480	484	705	54	197
YGR199W	VII	897502	899781	+	2280	70	178	1205	2238	3174	392	976
YGL260W	VII	6860	7090	+	231	0	3	8	0	1	0	0
YGR179C	VII	853675	854895	-	1221	20	32	248	313	422	38	66
YGR011W	VII	512497	512823	+	327	3	0	29	61	94	3	9
YGL111W	VII	299978	301369	+	1392	172	225	1535	2029	3008	236	705
snR39B	VII	366374	366469	-	96	105	102	600	1165	1610	125	576
YGR073C	VII	635615	635986	-	372	0	0	0	0	0	0	0
YGR155W	VII	798543	800066	+	1524	1992	1716	13326	20256	28672	3318	8629
YGL114W	VII	293460	295637	+	2178	210	310	2018	2525	3625	329	1027
YGL255W	VII	20978	22108	+	1131	48	84	521	823	1282	144	348
YGR066C	VII	620921	621799	-	879	8	12	88	55	85	6	30
YGR233C	VII	954674	958210	-	3537	82	200	1141	1301	1799	244	665
